dialogue_pl,categories,techniques,id,dialogue_en,source
"Osoba 1: Myślę, że wolałbym po prostu przekazać je dalej.
Osoba 2: Rozumiem, ale naprawdę zależy mi na tym, żebyśmy poszli dalej z tym projektem. Mogę ci zaoferować pieniądze, więc nie musisz się martwić o zwrot, możesz je po prostu pożyczyć.
Osoba 1: Potrzebuję dwieście pięćdziesiąt tysięcy.
Osoba 2: Wiesz, żebyśmy mogli kontynuować naszą współpracę, myślę, że potrzebujesz pięćset tysięcy. To pomoże nam osiągnąć nasze cele.","['A', 'C', 'D', 'E', 'I']","[15, 16, 18, 54]",284,"Person 1: I think I would prefer to just pass it on.  
Person 2: I understand, but I really care about us moving forward with this project. I can offer you money, so you don't have to worry about repayment; you can just borrow it.  
Person 1: I need two hundred fifty thousand.  
Person 2: You know, for us to continue our collaboration, I think you need five hundred thousand. That will help us achieve our goals.",MentalManip
"Osoba 1: Dzwonił jeszcze jeden telefon. Od twojego agenta. Mówił, że umowa na lato jest już załatwiona. Czyli wracasz na wschód, prawda?
Osoba 2: ...Tak.
Osoba 1: Beze mnie.
Osoba 2: Chyba się rozstajemy.
Osoba 1: Nie zamierzałaś mi o tym powiedzieć? Po prostu chciałaś się spakować i wyjechać?
Osoba 2: Dick, potrzebujemy trochę czasu osobno...
Osoba 1: Nie jestem głupi, wiesz? Widzę, że się ode mnie odsuwasz, a kiedy próbuję coś z tym zrobić, odwracasz się i mówisz, że wszystko jest w porządku.
Osoba 2: Dick, nie mogę tu nawet oddychać...
Osoba 1: Teraz jestem Dwayne! I lepiej się do tego przyzwyczaj!
Osoba 2: Dick...
Osoba 1: Pomyślałaś, że może ja też chcę wyjechać? Może też chcę robić teatr? Ale nie, bo przecież nie chcesz mnie ze sobą, prawda? I to nie ma nic wspólnego z sezonem letnim.
Osoba 2: Nie?
Osoba 1: Nie. Chodzi o tamtą noc, prawda?
Osoba 2: O jaką noc?
Osoba 1: O premierę. Nigdy cię o to nie naciskałem, ale teraz chcę wiedzieć, co się wtedy stało i gdzie, do diabła, byłaś!
Osoba 2: Chcesz znać jego imię?","['A', 'F', 'I']","[32, 38, 39, 40, 41]",285,"Person 1: There was another phone call. From your agent. He said the summer deal is already sorted out. So you're going back east, right?
Person 2: ...Yes.
Person 1: Without me.
Person 2: I guess we're breaking up.
Person 1: You weren't going to tell me about it? You just wanted to pack up and leave?
Person 2: Dick, we need some time apart...
Person 1: I'm not stupid, you know? I see you're pulling away from me, and when I try to do something about it, you turn around and say everything is fine.
Person 2: Dick, I can't even breathe here...
Person 1: Now I'm Dwayne! And you better get used to it!
Person 2: Dick...
Person 1: Did you think that maybe I also want to leave? Maybe I also want to do theater? But no, because you don't want me with you, right? And it's not about the summer season.
Person 2: No?
Person 1: No. It's about that night, right?
Person 2: What night?
Person 1: The premiere. I never pressed you about it, but now I want to know what happened then and where the hell you were!
Person 2: Do you want to know his name?",MentalManip
"Osoba 1: Przepraszam, naprawdę myślałem, że to będzie dobry pomysł.
Osoba 2: Janek, przestań już z tymi wymówkami! Jesteśmy tutaj, nie mamy nic, a czas nas goni. Musimy działać. Nie ma odwrotu, więc weźmy się do pracy i zacznijmy burzę mózgów!","['B', 'F', 'I']","[38, 39, 57]",286,"Person 1: I'm sorry, I really thought it would be a good idea.
Person 2: Janek, stop with the excuses already! We're here, we have nothing, and time is running out. We need to act. There's no turning back, so let's get to work and start brainstorming!",MentalManip
"Osoba 1: ""Naprawdę myślisz, że masz prawo oceniać innych? Ty? Nie jesteś w pozycji, żeby krytykować czy pochwalać cokolwiek, jak to się mówi w waszym środowisku. Jesteś nikim. Jesteś jak tapeta na ścianie. Nie przyszłaś tu, żeby szukać przyjaciół. Zaczynasz wypytywać o czyjeś miejsce zamieszkania. Kto ci powiedział o 'Czerwonym Smoku'?""
Osoba 2: ""Rozumiem, przepraszam.""
Osoba 1: ""A teraz ten Brytyjczyk jest zdenerwowany i chce mi wszystko zmieniać. Max wpadnie w szał, jak się o tym dowie... Muszę do niego zadzwonić, zanim usłyszy to od kogoś innego.""","['A', 'D', 'F']","[4, 33, 36, 38, 39, 40]",287,"Person 1: ""Do you really think you have the right to judge others? You? You're not in a position to criticize or approve of anything, as they say in your circles. You're nobody. You're like wallpaper on the wall. You didn't come here to make friends. You start asking about someone's place of residence. Who told you about the 'Red Dragon'?""
Person 2: ""I understand, I'm sorry.""
Person 1: ""And now this Brit is upset and wants to change everything for me. Max will go crazy when he finds out about this... I need to call him before he hears it from someone else.""",MentalManip
"Osoba 1: Mam świetny pomysł, co powiesz na przejażdżkę gondolą?
Osoba 2: Tą, która zanurza się pod wodę?
Osoba 1: Tak, dokładnie! To naprawdę niesamowite przeżycie!
Osoba 2: Nie, Kelly, nie mam na to ochoty...
Osoba 1: No daj spokój, będzie super! Naprawdę warto!
Osoba 2: Nie dla mnie. Wiesz przecież, że nie przepadam za wodą.
Osoba 1: Ale przecież nie będziesz w wodzie, tylko w gondoli. To zupełnie co innego!
Osoba 2: Może wymyślisz coś innego?
Osoba 1: Sean, to naprawdę absurdalne. Zachowujesz się jak dziecko.
Osoba 2: Wcale nie. Po prostu nie chcę tam iść, okej?","['A', 'C', 'F']","[32, 46]",288,"Person 1: I have a great idea, what do you say to a gondola ride?  
Person 2: The one that goes underwater?  
Person 1: Yes, exactly! It's a really amazing experience!  
Person 2: No, Kelly, I'm not in the mood for that...  
Person 1: Oh, come on, it will be great! It's really worth it!  
Person 2: Not for me. You know I don't like water.  
Person 1: But you won't be in the water, you'll be in the gondola. It's completely different!  
Person 2: Maybe you can think of something else?  
Person 1: Sean, this is really absurd. You're acting like a child.  
Person 2: Not at all. I just don't want to go there, okay?",MentalManip
"Osoba 1: Nie wierzę, że powiedziałeś szefowi, że się spóźniłem, bo zaspałem!
Osoba 2: Oj, nie przesadzaj. Tylko wspomniałem, że miałeś trudny poranek.
Osoba 1: To zabrzmiało, jakbyś mnie podkopał.
Osoba 2: Robisz z tego większy problem, niż to warte. Wyluzuj trochę!","['B', 'F']","[38, 41]",289,"Person 1: I can't believe you told the boss I was late because I overslept!
Person 2: Oh, don't exaggerate. I just mentioned that you had a rough morning.
Person 1: It sounded like you undermined me.
Person 2: You're making a bigger deal out of this than it's worth. Just relax a bit!",MentalManip
"Osoba 1: Naprawdę zabolało, gdy śmiałeś się z mojej prezentacji przed wszystkimi.
Osoba 2: Już przeprosiłem. Dlaczego wciąż o tym mówisz?
Osoba 1: Bo mam wrażenie, że twoje przeprosiny nie były szczere.
Osoba 2: Jeśli nie potrafisz przyjąć moich przeprosin, to już nie moja wina. Może to ty masz problem.
Osoba 1: Chcę tylko czuć się szanowana i doceniana.
Osoba 2: Mam wrażenie, że nie potrafisz ruszyć dalej.",['F'],[],290,"Person 1: It really hurt when you laughed at my presentation in front of everyone.  
Person 2: I've already apologized. Why do you keep bringing it up?  
Person 1: Because I feel like your apology wasn't sincere.  
Person 2: If you can't accept my apology, that's not my fault. Maybe you're the one with the problem.  
Person 1: I just want to feel respected and appreciated.  
Person 2: I feel like you can't move on.",MentalManip
"Osoba 1: Słyszałem, że w zeszłym roku rozsiewałeś o mnie plotki.
Osoba 2: Dlaczego teraz to wyciągasz? To było dawno temu. Nie ma sensu tego rozgrzebywać.
Osoba 1: To, że to było dawno, nie znaczy, że mnie nie zraniło.
Osoba 2: Ciągłe wracanie do starych spraw nic nie da. Lepiej skupić się na tym, co jest teraz, zamiast żyć przeszłością.","['B', 'C', 'F']","[36, 38, 39]",291,"Person 1: I heard that last year you were spreading rumors about me.
Person 2: Why are you bringing this up now? It was a long time ago. There's no point in digging it up.
Person 1: Just because it was a long time ago doesn't mean it didn't hurt me.
Person 2: Constantly going back to old issues won't help. It's better to focus on what's happening now instead of living in the past.",MentalManip
"Osoba 1: Co masz na myśli?
Osoba 2: No wiesz, czy pozwoliłaś mu cię pocałować?
Osoba 1: Tak, jasne. To przecież normalne.
Osoba 2: Nie oceniam. Ale... posunęliście się dalej?
Osoba 1: Tylko trochę.
Osoba 2: Jak bardzo dalej?
Osoba 1: Tato! To chyba nie twoja sprawa!
Osoba 2: Pytam, bo to naprawdę ważne.
Osoba 1: Niewiele dalej.
Osoba 2: Czyli nigdy nie... poszliście na całość?","['C', 'D', 'F']",[45],292,"Person 1: What do you mean?  
Person 2: You know, did you let him kiss you?  
Person 1: Yes, of course. That's normal.  
Person 2: I'm not judging. But... did you go further?  
Person 1: Just a little.  
Person 2: How much further?  
Person 1: Dad! That's really none of your business!  
Person 2: I'm asking because it's really important.  
Person 1: Not much further.  
Person 2: So you never... went all the way?",MentalManip
"Osoba 1: Wade, skończyłeś. Daj mi klucze do sklepu.
Osoba 2: Czy wy tego nie rozumiecie? On was wykorzystuje. Jesteście jego niewolnikami. Jack, nie widzisz tego?
Osoba 1: Klucz, Wade.
Osoba 2: Oczywiście, możesz mieć klucz. To właśnie on trzymał mnie przy tobie przez te wszystkie lata. Oddaję go z przyjemnością. Teraz jestem wolny. Widzisz, Jack, jakie to proste? Wystarczy oddać to, co on ci dał, i jesteś wolny od niego. Muszę zadzwonić do brata.","['B', 'F', 'I']","[33, 34, 38]",293,"Person 1: Wade, you're finished. Give me the keys to the store.  
Person 2: Don't you understand? He's using you. You're his slaves. Jack, don't you see that?  
Person 1: The key, Wade.  
Person 2: Of course, you can have the key. It's what kept me with you all these years. I'm giving it back with pleasure. Now I'm free. See, Jack, how simple it is? Just give back what he gave you, and you're free from him. I need to call my brother.",MentalManip
"Osoba 1: Czy byłaś blisko z tamtym facetem?
Osoba 2: Tak, znam go dobrze, więc wiem, że mu się podobało...
Osoba 1: Ale mówiłaś, że byłaś tylko z trzema facetami! Nigdy o nim nie wspominałaś!
Osoba 2: Bo nigdy nie byliśmy w pełnym związku!
Osoba 1: Ale jednak byłaś z nim blisko!
Osoba 2: Spotykaliśmy się kilka razy. Nie poszliśmy na całość, ale było między nami coś więcej.
Osoba 1: Nie mogę w to uwierzyć! Dlaczego mówiłaś, że byłaś tylko z trzema facetami?
Osoba 2: Bo to prawda, jeśli chodzi o pełne związki! Ale to nie znaczy, że nie miałam innych relacji.
Osoba 1: Czuję się z tym naprawdę źle...
Osoba 2: Przepraszam, Dante. Myślałam, że to rozumiesz.
Osoba 1: Myślałem, że rozumiem! Mówiłaś tylko o trzech facetach.
Osoba 2: Proszę, spróbuj się uspokoić.
Osoba 1: Ilu ich było?
Osoba 2: Dante...
Osoba 1: Z iloma osobami byłaś tak blisko?
Osoba 2: Nie musimy tego roztrząsać...
Osoba 1: Powiedz mi, ilu?!
Osoba 2: Dobrze, daj mi chwilę, a ci powiem! Na litość boską! Nie byłam taka zdenerwowana, gdy opowiadałeś mi o swoich przeszłych związkach.
Osoba 1: To co innego. To jest dla mnie ważne. Ilu?!",['F'],"[36, 38, 40, 46]",294,"Person 1: Were you close with that guy?  
Person 2: Yes, I know him well, so I know he liked it...  
Person 1: But you said you were only with three guys! You never mentioned him!  
Person 2: Because we were never in a full relationship!  
Person 1: But you were still close with him!  
Person 2: We met a few times. We didn't go all the way, but there was something more between us.  
Person 1: I can't believe it! Why did you say you were only with three guys?  
Person 2: Because it's true when it comes to full relationships! But that doesn't mean I didn't have other connections.  
Person 1: I feel really bad about this...  
Person 2: I'm sorry, Dante. I thought you understood.  
Person 1: I thought I understood! You only talked about three guys.  
Person 2: Please, try to calm down.  
Person 1: How many were there?  
Person 2: Dante...  
Person 1: How many people were you that close with?  
Person 2: We don't have to dwell on this...  
Person 1: Tell me, how many?!  
Person 2: Fine, give me a moment, and I'll tell you! For heaven's sake! I wasn't this upset when you told me about your past relationships.  
Person 1: That's different. This is important to me. How many?!  ",MentalManip
"Osoba 1: Co się dzieje? Co tutaj zaszło?
Osoba 2: Nic się nie stało, zostaw mnie w spokoju.
Osoba 1: Stanley, nie próbuj mnie zbywać. Jako koordynator tego programu muszę wiedzieć, co się dzieje. Odpowiedz na moje pytania, dobrze?","['A', 'C', 'F', 'H']","[46, 50]",295,"Person 1: What's happening? What went on here?
Person 2: Nothing happened, leave me alone.
Person 1: Stanley, don't try to brush me off. As the coordinator of this program, I need to know what's going on. Answer my questions, okay?",MentalManip
"Osoba 1: No cóż, znowu się rozmazało. Czyż to nie jest ciekawe?
Osoba 2: Wiedziałem, że cię to zaciekawi. Chcę, żebyś była zaangażowana w ten projekt, Aniu. Nie tylko w gotowy produkt, ale w cały proces tworzenia książki.
Osoba 1: Dzięki, że o mnie myślisz. Czy mogę ci coś przywieźć z miasta? Może potrzebujesz czegoś konkretnego? Dyktafon? A może jakieś kapcie, żeby ci się wygodniej pisało?
Osoba 2: Nie, wystarczy papier.
Osoba 1: Jesteś pewien? Bo jeśli chcesz, mogę przywieźć ci cały sklep.
Osoba 2: Aniu, co się dzieje?
Osoba 1: Co się dzieje? Już ci mówię. Staram się jak mogę, żeby cię uszczęśliwić. Gotuję, sprzątam, dbam o ciebie. A co dostaję w zamian? ""Źle wybrałaś papier, Aniu. Nie mogę na nim pisać."" Kupię ci ten papier, ale oczekuję trochę więcej wdzięczności, panie pisarzu.","['A', 'E', 'F']","[27, 30, 38, 40, 41]",296,"Person 1: Well, it's smudged again. Isn't that interesting?  
Person 2: I knew it would interest you. I want you to be involved in this project, Ania. Not just in the finished product, but in the whole process of creating the book.  
Person 1: Thanks for thinking of me. Can I bring you something from town? Do you need anything specific? A voice recorder? Or maybe some slippers to make writing more comfortable for you?  
Person 2: No, just paper will do.  
Person 1: Are you sure? Because if you want, I can bring you the whole store.  
Person 2: Ania, what's going on?  
Person 1: What's going on? Let me tell you. I'm doing my best to make you happy. I cook, clean, take care of you. And what do I get in return? ""You chose the wrong paper, Ania. I can't write on it."" I'll buy you that paper, but I expect a bit more gratitude, Mr. Writer.",MentalManip
"Osoba 1: Słuchaj, za tydzień gramy z Quintaną i O'Brienem. To będzie łatwa wygrana, zobaczysz.
Osoba 2: Spokojnie, Walter, nie nakręcaj się tak.
Osoba 1: Zawsze tylko o tym spokoju, Dude. Ale popatrz, gdzie nas to zaprowadziło — ten cały pacyfizm nic nie daje. Spójrz na sytuację w Iraku — pacyfizm to nie jest rozwiązanie.
Osoba 2: Daj spokój, człowieku, wyluzuj.
Osoba 1: Jestem zupełnie spokojny, Dude.
Osoba 2: Tak? Machając bronią?!
Osoba 1: Jestem spokojniejszy niż ty.",['F'],[46],297,"Person 1: Listen, we're playing against Quintana and O'Brien next week. It's going to be an easy win, you'll see.  
Person 2: Calm down, Walter, don't get so worked up.  
Person 1: It's always about staying calm, Dude. But look where that's gotten us—this whole pacifism thing doesn't work. Look at the situation in Iraq—pacifism isn't the solution.  
Person 2: Come on, man, chill out.  
Person 1: I'm completely calm, Dude.  
Person 2: Oh yeah? Waving a gun around?!  
Person 1: I'm calmer than you are.",MentalManip
"Osoba 1: Jeśli tego nie zrobisz, jesteś skończony.
Osoba 2: Spokojnie, przemyśl to jeszcze raz. Tylko ja znam miejsce, gdzie oni się znajdują. Bez mojej pomocy nie masz szans. Daj mi chwilę, a wszystko ci wyjaśnię.","['B', 'F', 'H']","[33, 34]",298,"Person 1: If you don't do this, you're finished.
Person 2: Calm down, think it over again. Only I know the place where they are. Without my help, you have no chance. Give me a moment, and I'll explain everything to you.",MentalManip
"Osoba 1: ""Naprawdę jesteś taki duży i doświadczony?""
Osoba 2: ""Lepiej uważaj na słowa, bo mogę ci pokazać, co to znaczy szacunek.""
Osoba 1: ""Jesteś prawdziwym dżentelmenem.""
Osoba 2: ""Jeśli nie przestaniesz, to pewnego dnia możesz się nie obudzić.""
Osoba 1: ""Może spróbuj z 'gruby i zaniedbany' następnym razem.""","['A', 'F', 'G']","[32, 33]",299,"Person 1: ""Are you really that big and experienced?""
Person 2: ""You better watch your words, because I can show you what respect means.""
Person 1: ""You're a real gentleman.""
Person 2: ""If you don't stop, one day you might not wake up.""
Person 1: ""Maybe try 'fat and unkempt' next time.""",MentalManip
"Osoba 1: Lepiej trzymaj się z daleka, Glinda, bo jeszcze pożałujesz!
Osoba 2: Proszę cię, nie strasz mnie. Nie masz tu nic do powiedzenia. Lepiej znikaj, zanim coś ci się nie przytrafi.
Osoba 1: Dobrze, poczekam na odpowiedni moment. A co do ciebie, moja droga, to fakt, że teraz nie mogę cię załatwić, ale spróbuj tylko wejść mi w drogę...",['F'],"[33, 34]",300,"Person 1: You better stay away, Glinda, or you'll regret it!  
Person 2: Please, don't try to scare me. You have no say here. You better disappear before something happens to you.  
Person 1: Fine, I'll wait for the right moment. And as for you, my dear, the fact is that I can't deal with you right now, but just try to get in my way...",MentalManip
"Osoba 1: Co się stało?
Osoba 2: Mam wrażenie, że już ci na mnie nie zależy. Czy to prawda?
Osoba 1: Skąd ci to przyszło do głowy? Przestań tak mówić.",['F'],"[38, 40, 41]",301,"Person 1: What happened?
Person 2: I have the feeling that you don't care about me anymore. Is that true?
Person 1: Where did you get that idea? Stop talking like that.",MentalManip
"Osoba 1: Spójrz na tych ludzi. To nie są zwykli imprezowicze, to profesjonaliści. Ale wiesz co? Żaden z nich mnie nie interesuje. To ty przykułaś moją uwagę. Rozumiesz?
Osoba 2: Tak...
Osoba 1: Świetnie. Co z tym zrobimy?
Osoba 2: Może się rozbierzemy?
Osoba 1: Brzmi dobrze.","['A', 'B', 'F', 'G']",[2],302,"Person 1: Look at these people. They are not ordinary party-goers; they are professionals. But you know what? None of them interest me. It's you who caught my attention. Do you understand?
Person 2: Yes...
Person 1: Great. What shall we do about it?
Person 2: Maybe we should undress?
Person 1: Sounds good.",MentalManip
"Osoba 1: Nie mogę uwierzyć, że przeglądałaś mój telefon bez pytania!
Osoba 2: Szukałam tylko numeru do restauracji. Przesadzasz, to naprawdę nic takiego.
Osoba 1: Chodzi o moją prywatność, Sophie.
Osoba 2: Naprawdę, robisz z tego dramat. Nie miałam złych zamiarów.
Osoba 1: To wciąż narusza moje granice i chcę, żebyś to uszanowała.",[],[],303,"Person 1: I can't believe you looked through my phone without asking!  
Person 2: I was just looking for the number to the restaurant. You're overreacting, it's really not a big deal.  
Person 1: It's about my privacy, Sophie.  
Person 2: Seriously, you're making a drama out of this. I didn't have any bad intentions.  
Person 1: It still violates my boundaries, and I want you to respect that.",MentalManip
"Osoba 1: Ona naprawdę potrzebuje rodziny, kogoś, kto będzie dla niej jak ojciec. Mogę jej dać to, czego ty nigdy nie miałeś.
Osoba 2: Nie obiecuj mi rzeczy, które mogą się nie spełnić. Co się stanie, jeśli się na to zgodzę, a potem znowu się zawiodę? Nie chcę przechodzić przez to jeszcze raz.","['A', 'C', 'F', 'I']","[33, 38, 40, 45, 58]",304,"Person 1: She really needs a family, someone who will be like a father to her. I can give her what you never had.  
Person 2: Don't promise me things that may not come true. What if I agree to this and then get disappointed again? I don't want to go through that again.",MentalManip
"Osoba 1: Wspominałeś o tym tajemniczym głosie. Co dokładnie widziałeś? Czy to była tylko część tej postaci, czy całość?
Osoba 2: Widziałem jego twarz.
Osoba 1: Czy miał włosy?
Osoba 2: Tak, miał.
Osoba 1: Były długie i opadające?
Osoba 2: Szczerze mówiąc, bardziej interesuje mnie to, co mówił, niż jego wygląd.
Osoba 1: Ale jeśli ktoś przybrałby postać świętego, anioła czy zwykłego człowieka, jak byś go rozpoznał? Czy tylko po słowach?
Osoba 2: Może przejdźmy do kolejnego pytania.
Osoba 1: Dość tego! Musisz odpowiedzieć na pytanie... inaczej będą konsekwencje!","['F', 'H']",[],305,"Person 1: You mentioned that mysterious voice. What exactly did you see? Was it just part of this figure, or the whole thing?  
Person 2: I saw his face.  
Person 1: Did he have hair?  
Person 2: Yes, he did.  
Person 1: Was it long and flowing?  
Person 2: Honestly, I'm more interested in what he was saying than his appearance.  
Person 1: But if someone took on the form of a saint, an angel, or an ordinary person, how would you recognize him? Just by the words?  
Person 2: Maybe we should move on to the next question.  
Person 1: Enough of this! You must answer the question... otherwise, there will be consequences!",MentalManip
"Osoba 1: Nie złamałam żadnych przepisów.
Osoba 2: Ależ oczywiście, że złamałaś. Skłamałaś nam, a to może być uznane za utrudnianie śledztwa. Twoje milczenie mogło przyczynić się do czyjejś śmierci, więc możemy ci postawić zarzut narażenia na niebezpieczeństwo. A co do twoich krów, to PETA na pewno nie będzie zadowolona z tego, jak je traktujesz.
Osoba 1: Skłamałam, bo gdybym powiedziała prawdę, to byście to wykorzystali i zrobili coś złego, co właśnie teraz robicie.",['F'],"[33, 38]",306,"Person 1: I didn't break any laws.
Person 2: Oh, but you did. You lied to us, and that can be considered obstruction of justice. Your silence might have contributed to someone's death, so we can charge you with endangerment. And as for your cows, PETA will certainly not be happy with how you treat them.
Person 1: I lied because if I told the truth, you would have used it to do something bad, which is exactly what you're doing now.",MentalManip
"Osoba 1: Zatrzymaj się na chwilę i pomyśl. Zrobisz to dla mnie, prawda?
Osoba 2: Dobrze, pomyślę.
Osoba 1: Nie, nie myślisz. Jesteś zbyt zajęty byciem cwaniakiem, żeby naprawdę się zastanowić. Chcę, żebyś przestał i zaczął myśleć. Możesz to dla mnie zrobić?
Osoba 2: Słuchaj... do czego zmierzasz? Co chcesz, żebym zrobił?
Osoba 1: Wyobraź sobie, że jest wóz. Ilu kierowców ma wóz?
Osoba 2: Jednego.
Osoba 1: Załóżmy, że ja prowadzę, a ty zmieniasz swoje nastawienie i jedziesz ze mną.
Osoba 2: Dobrze.
Osoba 1: Wiem kilka rzeczy. Wiem, że miałeś ciężki dzień. Może myślisz, że nie znam szczegółów, ale wiem wszystko. Problemy z wyrzuceniem z filmu, ból serca, gdy widzisz żonę z innym... utrata dostępu do tej cennej kolekcji filmów...","['A', 'B', 'F', 'I']","[4, 39, 40]",307,"Person 1: Stop for a moment and think. You'll do it for me, right?  
Person 2: Okay, I'll think.  
Person 1: No, you're not thinking. You're too busy being a smart aleck to really consider it. I want you to stop and start thinking. Can you do that for me?  
Person 2: Listen... what are you getting at? What do you want me to do?  
Person 1: Imagine there's a wagon. How many drivers does a wagon have?  
Person 2: One.  
Person 1: Let's say I'm driving, and you change your attitude and ride with me.  
Person 2: Okay.  
Person 1: I know a few things. I know you've had a tough day. Maybe you think I don't know the details, but I know everything. Problems with being kicked out of the movie, the heartbreak when you see your wife with someone else... losing access to that precious film collection...",MentalManip
"Osoba 1: Czy ty jesteś Anya Rosson? Słyszałem o tobie jeszcze w Nowym Jorku.
Osoba 2: Przykro mi, ale nie kojarzę ciebie.
Osoba 1: Zostawiłaś swoje rękawiczki w moim mieszkaniu pewnego wieczoru. A ktoś mi opowiedział, dlaczego tam byłaś, i pokazał twoje zdjęcie.
Osoba 2: Nie rozumiem, o co ci chodzi.
Osoba 1: Myślę, że dobrze wiesz, o czym mówię.",['F'],"[33, 38, 39]",308,"Person 1: Are you Anya Rosson? I heard about you back in New York.  
Person 2: I'm sorry, but I don't recognize you.  
Person 1: You left your gloves in my apartment one evening. And someone told me why you were there and showed me your picture.  
Person 2: I don't understand what you're talking about.  
Person 1: I think you know very well what I'm talking about.",MentalManip
"Osoba 1: Dla mnie ten facet to już przeszłość. Nie ma sensu dalej go trzymać.
Osoba 2: Ale nie możesz go tak po prostu zwolnić. Webb to jego szwagier, a on jest komisarzem hrabstwa.
Osoba 1: I co z tego? W tym mieście każdy, kto nosi kowbojki, jest albo komisarzem, albo jego rodziną. Mam tego serdecznie dosyć.
Osoba 2: To jego teren. Jego wujek jest głównym sędzią, a szwagier rządzi komisją hrabstwa. Nie wiem, ilu jeszcze ma tu krewnych. Musimy znaleźć sposób, żeby go jakoś przywrócić.
Osoba 1: Phil, rozumiem, że patrzysz na to z perspektywy finansów, ale nie jesteś na dole, gdzie ja jestem. Mam tysiące graczy i pięciuset krupierów. Wszyscy tylko czekają na okazję, żeby mnie oszukać. Muszę pokazać, że mam wszystko pod kontrolą, że nic mi nie umknie.","['A', 'C', 'D', 'H']","[15, 16, 22, 24]",309,"Person 1: To me, that guy is already in the past. There's no point in keeping him any longer.  
Person 2: But you can't just fire him like that. Webb is his brother-in-law, and he's the county commissioner.  
Person 1: So what? In this town, anyone who wears cowboy boots is either a commissioner or related to one. I'm thoroughly fed up with it.  
Person 2: This is his turf. His uncle is the chief judge, and his brother-in-law runs the county commission. I don't know how many more relatives he has here. We need to find a way to bring him back somehow.  
Person 1: Phil, I understand you're looking at this from a financial perspective, but you're not down here where I am. I have thousands of players and five hundred dealers. They're all just waiting for a chance to cheat me. I need to show that I have everything under control, that nothing escapes me.",MentalManip
"Osoba 1: Słuchaj, musimy ją jakoś ukryć. Przetransportujmy ją do samochodu z tyłu hotelu, najlepiej niezauważenie. Wiesz, o co chodzi.
Osoba 2: A co, jeśli ktoś zauważy ciało spadające z balkonu?
Osoba 1: Upewnijmy się, że nikt nie patrzy, zanim cokolwiek zrobimy.
Osoba 2: A co z krwią? Jak to posprzątamy?
Osoba 1: Ktoś powinien pójść do sklepu i kupić wszystko, co potrzebne do sprzątania – wiadra, szczotki, mopy, środki czystości. Mamy to pod kontrolą.
Osoba 2: Robiłeś coś takiego wcześniej?
Osoba 1: Posłuchaj, zapomnijmy na chwilę o całej tej grozie i moralnych dylematach. Co nam zostaje? Tylko 52 kilogramy do przeniesienia z punktu A do punktu B. Najprostsza droga to linia prosta, ale musimy działać dyskretnie. Ja widzę tę linię. Uwierz mi, Adam. Zaufaj mi... Mogę to załatwić.","['A', 'B', 'E', 'F']","[31, 33]",310,"Person 1: Listen, we need to hide her somehow. Let's transport her to the car behind the hotel, preferably without being noticed. You know what I mean.  
Person 2: What if someone sees the body falling from the balcony?  
Person 1: Let's make sure no one is watching before we do anything.  
Person 2: What about the blood? How are we going to clean it up?  
Person 1: Someone should go to the store and buy everything needed for cleaning – buckets, brushes, mops, cleaning agents. We've got this under control.  
Person 2: Have you done something like this before?  
Person 1: Listen, let's forget about all the horror and moral dilemmas for a moment. What do we have left? Just 52 kilograms to move from point A to point B. The simplest path is a straight line, but we have to act discreetly. I see that line. Trust me, Adam. Trust me... I can handle it.",MentalManip
